clean_tweet,sentiment_result
kasus covid kembali melonjadik asosiasi guru desak ptm cukup persen,0.0
iya aku denger antara ada ptm atau ptm,3.0
liat lapangan pelaksanaan aslinya kayak tiap balik sekolah ruwet kayak,-6.0
sama banget udah ptm sekarang pjj ptm,4.0
sekolah rin balik ptm gegara ada word terus rin milih buat masuk sekolah karena takut,-3.0
lalu udah gegara kabupaten level omicron jadinya buat ptm,1.0
aku masing ada kurang lebihnya pjj aku jenuh enak jadi lebih cape fisik ptm asik ketemu teman,16.0
males ngotorin seragam buang bensin soalnya cmn pensi doang jadi mending,-3.0
ptm nder kelas sama gantian masuknya per udah bagi dua sesi selang seling sehari,1.0
jujur lebih suka ptm tapi temen gue beda sesi gue gapunya temen lagi  sesi sama kaya gue,-4.0
sender pengen pjj pengen ptm,6.0
sekolah sender mau balik ptm lagi huhu udah enak full,8.0
evaluasi ketentuannya kalau  level katanya  balai kota dki jadika a sumbe,-3.0
kuliah ptm terbatas sedangkan tingkatan paud tk jelas ngatur ri ,5.0
anak anak sekolah jakarta rada khawatir karena ptm full kasus covid lagi,-13.0
deh suka ptm karna ketemu crush pjj karna seru  rumah beljadir,12.0
assalamualaikum sehubungan naik angka covid  dki apakah layak ptm sementara,2.0
ngajadir sumpah capek banget wes mending entah semua pjj atau semua ptm asal jangan separoh,0.0
terus ptm kasus udah tambah begini ko ptm  lanjutkankasian anak sement,-6.0
kalau ga stop minimal jadi ptm,-6.0
besok gua ptm lagi anjir menggabut,-5.0
 guyss doain daerah tetap safe yaa biar sekolahku tetep jadilann walau cuma penting tetep ptm,-2.0
ptm asik,4.0
bekasi ketularan kayanya nanti ptm pula sudah suruh belajar dari rumah lagi jadi karena ada guru positif,1.0
ketentuannya kalau ppkm  level ptm turunkan jadi persen kata riza,1.0
ptm soalnya kalau menurutku kondusif banget kelasku benerbener serame,-1.0
kalau ptm kemarin cepet gegara mata kuliah doang terus jadiin ptm cuma sks sksnya lagi sisa tetep daring ,-11.0
pjj kemarin ptm enak sekarang gaenak cape,-2.0
ptm menjadi resiko penyebaran omicron anak terdampak,-7.0
alias gue udah pewe banget sama ptm,0.0
katanya mau ptm lagi wkwk ngabrut ngakak brutal,-5.0
emang udah bener ptm deh  ujung ujungnya bakal pjj semua lagi,-2.0
oiya gue soalnya lgi sekolah onlen klian udah ptm atau ptm,-2.0
udah ptm jadii kaya ptm pjj gituu,2.0
pjj kalau ptm minusnya terlalu banyak tugas sampai kelimpungan plusnya jadi lebih rajin kalau,5.0
kayaknya semua deh mungkin awal awal ketika ada siswa kena word jadi pjj lagi atau ptm,5.0
sekolah sender mulai besok ptm lagi sedih banget lebih asik ptm,3.0
sekolahku malah ptm ih asalnya sekarng jadi,1.0
allah sehari ptm tau tau kakel gue positif,-3.0
aku justru mau ptm jadi sekolahku ptm soalnya aku tipe bakal rajin kalau liat langsung,17.0
pjj malah ptm semoga jangan deh,-2.0
jujur gue tambah stres ptm jelas,0.0
jadilan fine fine jadi soalnya jam doang tugasnya udah mulai tolong ud,11.0
ptm  kalau keadaan memungkinkan mending daring sekalian,1.0
jujur semisal sekolah aku udah ngadain ptm aku takut banget protokol sudah mulai kendali,19.0
besok ptm hadeh jadi aku dah terekan kalau,-5.0
kemarin kabarin ptm kabarin pjj,0
sedih besok sekolah lagi udah seneng ptm,1.0
pjj lagi mending ptm kasih jeda setiap sesi soalnya kalau balik pjj nilai,2.0
jangan ptm dong aku gabetah rumah,3.0
vaksin dosis tercapai sedikitar bagi guru tenaga penkan lainnya bagi masyarakat lain,9.0
wah padat bangetaaku ptm jadi udah cape huhu semangat,4.0
gantian wfh sekali eh sekarang total karena suite sebelah ada positif bocah,0.0
ptm njir udah agak gak tahan kalau,-5.0
kalau  sklh aku udah ptm full nder buat kelas doang sama,1.0
ahhh anjing males banget ptm,-7.0
kangen  enakan ptm,8.0
sekolahku balik lagi ptm kesel banget,-9.0
jujur gasiap ptm karenann gbs ketemu arif puput aaaa aku gabisa lendotan puput lagi gabisa ngakak ngakak sama arif lagi,8.0
udah  vaksin toh saran klise selama taat prokes pasti aman jadi,6.0
sekolah gue mau balik ptm lagi,-1.0
mending ptm please aku ptm  sekolah asli jangan sampai online lagi semangat beljadir aku,10.0
mau ptm lagi udah nyaman ptm hufftt,7.0
msih ptm pulangnya jam lagi ah elah,-2.0
berharap pjj ptm lagi,2.0
kembalikan ptm,0
sama sekolahku ptm,3.0
kalau akuu udah nyaman pjj cuma materi lebih nge i kalau ptm kalau km gimanaa kil,-1.0
aku malah pengen ptm soalnya bestie  sesi aku ptm malah em eman,6.0
pengen ptm lagi pls kelas brisik banget,-6.0
bener kalau ptm,2.0
jujur kalau pjj bakal enak teratur soalnya sekolahku pjj ptm kadang ada,18.0
cocok banget buat aku dikit dikit rasanya mau bolos malah aku tambah capek soalnya,10.0
sumpah kalau ptm gua bangunnya jam untung pjj,2.0
pls ptm lagi,-5.0
iya ptm rasanya capek banget,5.0
sekolah saya dah ada kena kemarin dah pjj ptm jadi lagi sampai seterusnya,-6.0
suka pjj suka ptm jadi,7.0
ptm cara lama harusnya sekolah wali murid adaptasi betul bahwa,6.0
anjing diumumin ptm langsung ganti cuk sekolah gue gegara kasus kopid naik lagi sial,-10.0
sekolah gue kaga ptm jadi selang seling luring daring cuma sekolah temen gue ada kaya,2.0
ptm sepi banget kelas aku,-5.0
anjir ptm,1.0
setuju kalau ptm gurunya mikir main jadi jadinya tugasnya tumpukin tambah ulangan lagiii,11.0
bisamaillah semoga ptm sekolahku besok jadi kembali sesi sesi plis bisamaillah amin,3.0
ptm jadi lebih baik ptm,5.0
seru ptm huhu aku ngga asik banget,4.0
aku mau ptm lagi day haha tadinya banyak setuju akhirnya eheheee,12.0
dih serius dah sumpah mending ptm asli anjir takut aku teh kangen sama temen,11.0
kesel gegara ptm msih sekarang ptm ubah udah jadi saya malah takut allah capek sama diri aing,0.0
kesel ptm jadi lagi udah seneng full loh,-1.0
sekolah gue ptm lagi anjing,-7.0
cape banget semoga jadi deh sekolah aku jadi lagi ptm,2.0
sekolahku udah stop ptm dari kemarin jadi sekarang persesi,-1.0
semua gara polan jadi ptm lagi asu,-13.0
masih ptm berharap jadi boleh gak,7.0
lalu sekolahku ptn kemarin katanya gaboleh jadinya depan kembali ptm,-2.0
gatau deh nder sudah sekolah kelas ptm sekarang depan kelas sama ikut,-3.0
ptm bagi berdasarkan makan aduk gak diaduk,-4.0
ptm lagi,-2.0
cape anjir kalau ptm  sekolah isinya presentasi sama kuis dadakan sampai rumah ngerjain tugas  gc,0.0
kalau ngasih info suka dadakan kadang berapa jam dikasih tau sekolahku awalnya ptm,1.0
besok sender bakal ptm takut banget aaaaaa bentar gak temenin nangis,0.0
sekolah gua agak mencla mencle kemarin full ptm ketiga ganti ptm,4.0
pantesan aja anjing gue ptm,-9.0
aku dari september mau ptm bener aja ada covid online lagi deh,8.0
aku tinggal perbatasan bekasi barat jakarta timur cuma dibatasi jembatan tol emang beda banget jakarta ptm,-2.0
haha abis jatuhin anak kabur makanya rajin tengok kebawah om sebelum menghina anak lain jangankan bicara fasilitas signal antar daerah aja berbeda jadi sudah benar ptm dilakukan agar pendidikan dapat dirasakan semua,-9.0
ptm lagi anjir sesian mulu,1.0
ptm jam segini sudah dipulangkan karena pjj lagi,-1.0
mendingan ptm kalau pjj tugasnya susah susah,-10.0
aneh ketika covid tinggi ptm dihentikan sementara kalau sudah landai ptm dilanjutkan,6.0
ptm tolong segera direvisi jujur gak siap jemput adek sekolah jauh,10.0
aaaaaa mau ptm aja,6.0
realitas kasus kematian covid meningkat dalam sepekan per ada kematian terlalu dini bagi,-10.0
anakku tidak vaksin termaksud aku uber sana gurunya aku gak perduli ancam ikut ptm aku,-9.0
alasan saya benci daring karena guru suka seenaknya disuruh belajar bukan jamnya suruh kuis waktunya murid tidur istirahat kalau ptm semisalnya gak hadir ya paling kuis kalau dipaksain jam pulang lol,-3.0
ya enggak soalnya emang berhentikan ptm nggak gampang belum dengerin keluhan keluhan selama lanjut lanjut cuma resikonya jadi banyak kena,2.0
kayaknya gue gak update buat beberapa soalnya lagi beberes barang buat pindahan engga deng lebih tepatnya buat persiapan ptm jadi agak sibuk belum lagi nyari kosan kampus gue infonya telat banget jadi grasak grusuk hadeh,-12.0
ketika setuju anakmu vaksin alasan ptm vaksin tersebut berakibat buruk anakmu jangan salahkan,0.0
pengennya pjj gurunya ngasih materi tugasnya usah banyak banyak kalau ptm pengennya dikurangin kasih kerja kelompok pjj rasa ptm,2.0
mending ptm bener kalau daring banyak banget tugas,7.0
kangen ptm,3.0
ptm enak banget deh aku iri,4.0
kangen banget kemarin ptm kangen gangguin prema ajus hue,4.0
emg kayaknya bakal sekolah gue dari semangat banget ptm sekarang katanya lagi lockdown selama,-8.0
hah enak ptm aing daring,5.0
kalau berani mencetuskan ptm sudah siap dong penanggulangannya kayak tempat karantina aja kaga disediain kalau seumpa ada positif gimane dah masa mau tetap kosan meanwhile doang tinggal disitu,13.0
kalau emang pjj situasi kayak aku dukung deh walaupun lebih suka ptm karena tiap dikepung orangorang,5.0
alahhh ga mood anjir ptm mau lagi,2.0
sepertinya semester ptm ide buruk,-5.0
ptm pjj lagi gue kesel banget sial,-14.0
seneng ngerasain ptm eh sekarang malah lagi hadeh,0.0
ketika sudah seneng mindep mau pembelajaran ptm ehhh malah gak jadi rasanya kayak jsbadndmks why ada senang ketemu guru killer ada sedih ketemu teman wkwk serba salah astaga,18.0
mau balik ptm plis,1.0
gue mau pjj asli lebih milih ptm jam kosong pjj,-2.0
mau ptm aja ribet banget persyaratannya,3.0
emg belum pernah ptm balik pjj lagi,-6.0
usah ptm lahh pjj aja sudah sampai lulus,9.0
gua mau ngomong besok ptm anjing bangun pagi woi mempan,-4.0
enakan ptm,5.0
aku mau ptm pls kangen banget,8.0
sudah ptm cuma daerah lagi zona merah,4.0
biasa aku lebih suka ptm dapat uang saku bye,7.0
kalau ptm mah pasti banyak jam kosong cepet ptm lagi dong,-2.0
saya lebih suka ptm,-1.0
gue mau pjj aja soalnya ptm punya temen mainnya circlean mau ikut gabung responnya kaya dikacangin,5.0
yaaa gua sedikit nyaman ptm,0.0
eug ogah ngizinin adek gue ptm kalau kondisinya begini,-9.0
ptm sekarang libur,3.0
iih mending pjj dah dari ptm,-11.0
jangan menunggu meledak distop stop ptm agar tidak meledak namanya anak anak wajar saja ptm tidak distop begini fakta terjadi sekolah prokes dikontrol sekolah guru guru boosternya sudah sangat terlambat,-8.0
emg belum mulai ptm ato ada positif jadi pjj lagi,7.0
ptm meliburkan diri xixi,-1.0
enak ptm sie dapat uang jajan,7.0
dah seneng kemarin ptm eh bangsat ruqyah,-3.0
ahehsgehe sudah seneng sekolah bareng soalnya ptm gak ketemu ehh pjj lagi,12.0
ya allah besok daring lagi belom puas ptm hehe,11.0
walau aku males sekolah woi masa ptm lagi,-6.0
ptm jadi dipisah anak absen atas sama absen temen gue adanya absen atas gue absen,-35.0
ptm dapet duit ilmu lebih gampang nyantol ketemu temen resiko angka covid naik pjj sambil rebahan sebegitu capek kaya ptm resiko ilmu kurang nyantol persepsi gue,11.0
berarti gak bahaya kalau dki menutup ptm luhut takut rakyat minta penerbangan negeri ditutup jadi gak ada alasan melonggarkan pendatang dari negeri,-5.0
keraguan tinggi gue senang dukung banget anak ptm termasuk masgub punya,6.0
aku sedih liat covid sudah naik banget ptm gak diberhentiin cluster ptm sudah banyak banget,15.0
temen sekelasku semua nder batuk batuk lagi ptm,-13.0
sekarang lagi pjj tpi kemarin ptm semoga ptm,-2.0
yaa sebenernya ptm pjj ada plus minus sendiri gue disini sebagai team netral,-7.0
semangat belum ngerasain ptm,5.0
aku pikir anies cukup punya pengetahuan mengusahakan ptm tetap aman usaha usaha lainnya menjaga warganya tetap aman,10.0
teori pjj tolong praktek dibisain ptm terbatas deh anjir tekor duit gua beli alat praktek bahan sebagainya pengen ngerasain megang alat praktek sesuai standar berlaku industri bentar lagi lulus bantar perusahaan kayak tolol,4.0
jakarta omicron cluster ptm meledak maka salah pastilah anies baswedan,-8.0
sama kayak kelasku kalau ptm,-1.0
dok adek aku mulai dari kemarin sudah wajib ptm eh ternyata sudah nyampe rumah diumumin grup ada kelasnya adekku termasuk kontak erat sama sekarang adek aku lagi isoman kira kalau mau test pcr antigen yaa tepat makasih sudah jawab,38.0
sebenernya aku lebih suka ptm karena lebih ngerti kasusnya lagi tinggi banget aku ngekos lagi jauh dari keluarga amit amit kalau kena takut,-8.0
oh semoga segera ptm lagi yaa semangat didit,5.0
sebenarnya ptm karena jadi paham materi pengen pjj lagi karena capek,2.0
yay aja kalau ptm biasanya dosennya ngasih istirahat buat maksi,2.0
gue ptm anjir sudah dong,2.0
drama ngeyel ala gottbener daerah lain saja menghentikan ptm dki gak,-7.0
ada sukanya jalan jalan ketika disuruh ptm malah takut kena dikira jalan jalan kebal,-3.0
dulu lama soalnya ngumpulinnya ptm banyak ada tugas,1.0
iih gamau ptm,-9.0
viralkan aja jelas anies sudah berusaha karena arogansi lumut maka permintaan tutup ptm ditolaknya,0.0
bangun pagi gosok gigi mandi ptm lagi,-5.0
walau emg kadang suka ngeluh banget aku aja ada kejadian aku mikir iih tuhan baik banget sama aku sama karena sekarang online aku jadi lebih belajar ujian wkwk gatau aku sejak ptm malah makin males belajar sudah males tambah males,21.0
aku mau ptm aja jujur ngeri kalau ada ptm jangan ada tugas kelompok dong mls banget,5.0
ptm lagi aja anjing kena semprot mulu gue kalau rumah,-11.0
belum sumpah dari gapernah ptm,-4.0
sebel sekolah gue sudah mulai ptm,0.0
sekolahku tadinya ptm full jadi pjj lagi,-1.0
anjing deh ptm ajalah males gue pakai laptop tai,-17.0
ptm gajelas ngangngong ngantuk lagi,-4.0
presiden suruh evaluasi ptm usulan kepala daerah ditolak lord kementrian pendidikan mingkem banget tata,1.0
lebih suka ptm ujian online,5.0
gue seneng sama kampus gue ptm Cuma buat mata kuliah ada asitensinya sisanya online walau dari mata kuliah ada asistensinya,-3.0
what the fuck kaya sumpah pola pikir agak agak kalau suka ptm yaudah anjir keep aja gausa suka daring sama bully sekolah bully hal dibuat bercanda kaya komenan,5.0
ptm ptm kontol tugas kelompok mulu,-8.0
iih enak ptm iya sekolah aku sudah pjj lagi suka,11.0
aaaaa aku lagi ptm jadi sempat aaaaaa,1.0
enakan ptm full sesi sesian,5.0
manusia indonesia mendukung banget penerbangan internasional buka tempat wisata buka setuju ptm pengen liburan,16.0
serius ptm lagi yaudah deh full online,-6.0
gua ngerasain ptm aja belum sekarang sudah balik daring,0.0
sudah kubilang mcrn naik krs trobel sampai berarti direstuin buat ptm,10.0
pelajar dilarang ptm pintu masuk keluar negeri dibuka lebar lebar pembunuhan karakter norak,-2.0
humm gue tim ptm prokes ketat kasus bertambah aja cuaca lagi menentu bikin imun jadi menurun kalau kerasa enak badan dikit mending izin sekolah lagian kalau pjj aja tetap banyak bakal keluyuran,-18.0
anjay banget gue daring lagi sampai sudah nyaman sama ptm,6.0
sekolah lain ptm aku mau,6.0
luhut tolak permohonan anies stop ptm fadli zon nanti tanggung jawab,-3.0
pjj rasanya emang beda sama ptm guru ngasih tugas kayak biasa,7.0
aneh ketika covid sedang tinggi ptm dihentikan sementara kalau sudah landai ptm dilanjutkan,6.0
ngelesnya aja bekasi bogor aja udahan stop ptm wkwk,1.0
haha emg labil udah dibilang mendingan pjj dulu sampai bener bener aman biar gak ptm bentar,1.0
gue kalau ptm shift malah,-5.0
ptm ptm bullshit gue mall jam lebih aja anak sma sudah nongkrong abis dari sekolah,-1.0
tiba ptm tiba kehilangan seseorang dunia tiba siklus keseharian berubah tubuh mulai adaptasi kabar buruk lagi menerpa,-12.0
ptm cape banget seru,2.0
seru ptm,5.0
gue masalah ptm jangan shift anjir gue absen pasti dapetnya shift alias enak banget mending langsung ptm aja biar ribet sesi sesi sesi,-9.0
iih sekolahnya ptm enak banget,1.0
sudah ada terbaru opsi ptm persen ijin tua ada,15.0
terkejut kalau habis ptm habis pjj duar,5.0
positif perkantoran perkantorannya langsug tutup positif pasar pasarnya langsung tutup positif sekolah ptm lagi,10.0
kalau menolak ptm cabut ppkm seluruh indonesia opung,-12.0
wah aku speechless jam aku ptm sampai jam mau daring mau pjj sama aja,23.0
lagian emang belum siap ptm dipaksain,1.0
pengen ptm deh,3.0
aku tim ptm pelajarannya lebih masuk otak lebih semangat ketemu temen banyak hal positif kalau ptm kalau,11.0
baca beritanya lengkap om ganteng pemda boleh kurangi ptm jadi daerah lain level sama tua boleh melarang anaknya tidak ikut ptm tidak tanggung jawab om boleh dukung tertentu jangan subjektif,19.0
iyaa iih takut kalau ptm,-5.0
pandemi panjang ribet paksain ptm mendingan modifikasi kurikulum supaya sesuai new normal,-7.0
iya sama kalau ptm takut,3.0
pernyataan mas mentri gak dianggap perihal ptm sadar yuk generasi sekarang dibodohkan dimiskinkan alasan corona,1.0
engga aja lagi ptm pula,-1.0
ptm asik capeknya ditahan buat pjj selanjutnya,5.0
kalau sekolah gue ada test pcr berjamaah kelas negatif semua kena kelas sama aja jadi kemarin ptm cuma kelas aja pjj kelas sama eh malah semua pjj asu awal jadi penyebab test pcr berjamaah berawal dari anak,-34.0
tidak lockdown ppkm diharuskan ptm tidak dihentikan kerumunan dipertontonkan bisanya sengaja membingungkan umat sebelum mati ditunjukan kepada azab pedih sebagai cerminan lainnya,-5.0
kalau daring sudah dijelasin tugasnya bejibun lagi astaghfirullah kalau ptm mah sekolah isinya penjelasan materi kerja kelompok sama praktek mendingan jarang dapet tugas ngerti materi,5.0
enak dong balik lagi ptm,0.0
biar masyarakat tau kalau keputusan ptm ternyata wewenang pemerintah pusat selama saya menyangka,0.0
belum ada kepastian asli cuma katanya bakal ada ptm lagi,4.0
ptm lebih paham sama pelajaran enak gaada kendala grafik sama jaringan,14.0
dari info terima sudah melakukan penyesuaian proses ptm menyikapi temuan kasus puskesmas sudah diinformasikan tindak lanjut jadi tidak benar ada ditutupi kasus,1.0
ptm cuma ekskul aja ditiadakan buat sementara,-6.0
back setiap bangun jam segini sudah seneng kalau ptm akunya lebih produktif huhu sehari harinya lebih tertata,15.0
lebih seru ptm gasiii gue butek anjing pjj,-7.0
ptm kalau pjj gapaham materi,-5.0
thank you iyaa dikasih tau besok ptm lagi semoga gak dikelompokan lagi,-2.0
gue emang dari pjj besok ptm first time forever kata pemerintah suruh pjj gegara omicron wah apakah menjadi libur season,-6.0
laksanakan terbaik buat rakyat jangan hiraukan suara pejabat,3.0
sekolah karena ada pilihan boleh ptm pjj campuran kebaikan anak belum kontrol diri pilihlah pjj lagi emg sekarang sudah harap pemerintah udahlah lindungin keluarga masing aja semoga allah swt tolong,28.0
balik pjj enakan ptm,2.0
daerahku sudah level ada anak sekolah sudah kena covid ptm jalan aturan liburin yaa luas makin lagi penyebarannya,14.0
dok ptm dok sekolah anak saya tutup gegara banyak terpapar isoman pasti nanti jadi acuan pihak sekolah anak saya isoman dah lebih belum hilang batuknya radangnya positif,-4.0
pjj karena kalau pjj lebih gampang bagi kontrol diri kalau ptm kayak cape banget belum les belum lagi nanti belajarnya selama aku ptm kayaknya hampir gak pernah belajar deh selain les,-11.0
engga wkwk males ptm,-4.0
gue kangen olahraga huhuhu jadi ptm huhuhu kangen,-1.0
belum ada dokumentasi ptm sudah daring aja,10.0
mantap ptm tetap dilanjutkan bosan anak anak belajar kasur,-1.0
aku makan roti ohh berarti langsung semuanya ptm hsksks way semangat buat,7.0
jadi sudah pasti tanggung jawab apabila peserta didik tenaga kependidikan tumbang gegara permohonan penangguhan ptm ditolak suka suka aja deh mumpung lagi kuasa mengatur segalanya,15.0
aaa iya aku sama katanya sudah ptm kalau situasi semakin naik kayaknya ada perubahan,15.0
kalau nekat gelar ptm artinya pejabat tidak tahu malu,-2.0
saya mendukung pembatalkan sementara kebijakan ptm sekolah sekolah menghindari penyebaran virus belum diketahui takutnya anak sekolah jadi zombie kayak korea ngeri jujur belum kuat lari larinya,nan
cape banget sama ptm banyak tugas kelompok,-2.0
plis aku belum ngerasain ptm setidaknya kasih ptm pjj lagi,2.0
ptm sudah saatnya dihentikan sekarang sebagai bentuk pencegahan keterpaparan virus covid varian omicron,nan
ya allah minta balik balikan cuma minta biar ptm biar liat senyumnya,14.0
gue males suka kalau daring tugas suka otak banyak banget lebih capek lipat banding ptm,11.0
sch halo sekolah semarang sudah ada pengumuman dari sekolah belum jujur sender pengen ptm angka corona sekarang naiknya tinggi bangett sekolah sender sudah banyak kontak langsung didiemin aja,32.0
ptm aku kalau diterangin ngoding zoom susah ngertinya,-2.0
gue pengen ptm covid sialan,-6.0
aku sama sudah dari lalu sampai selanjutnya gatau balik ptm lanjut pjj,8.0
kalau aku pengen ptm tugas haha,3.0
tiba tiba adik gue ptm lagi karena case covid bali lagi naik,-16.0
kebalik aku mah pjj kemarin sakit punggung penuh masuk mulai membaik lahhh ptm tiba tiba mulai kumat sampai sekarang sial,-17.0
kemarin ptm full,0
bolos aku aja pengen ptm,3.0
bayangin kurikulum sekarang dipakai kurtilas dimana pelajaran sudah sangat tinggi even buat anak sd bogor aja ada buta huruf tamatan sd mau ngajarin anaknya coba bogor pelosok makanya denger ptm distop gemes banget aku,11.0
aku nder wkwk kalau ptm malesnya kalau way pagi kalau pjj susah fokus lebih males pengen ketemu temen,1.0
yahhh ptm lagi ualahh,-5.0
sedih ya sudah seneng ptm,9.0
iyaa bener ptm ketolong soalnya ketemu temen,3.0
kalau ptm pasti sekolah jam kosong soalnya sibuk bawa barang buat pagelaran sampai sore nata panggung,5.0
mikir gak perjuangan anak pendidikan beberapa dari sampai kehilangan nyawa,-8.0
sekolahnya full ptm pusing mau online lama darah tinggi,4.0
kalau anies hentikan ptm dki sama pasukan kodok dki jkt dibilang lenyapkan harapan anak bangsa kalau anies tetap lanjut ptm nanti anies mau bunuh warga dki wkwk akibat minyak goreng naik langka jadi kurang nutrisi otak,-2.0
kepala sekolah terhormat kurikulum berganti dinas berganti mentri berganti buah hati tergantikan mohon stop ptm pjj terkasih jaga anak anak,8.0
bahasa tidak diperbolehkan menghentikan ptm terbatas jadi case ada penting ptm catatan skala terbatas dilakukan misal kelas lab kampus kadang ga offline ptm misal menjelang sbmptn ujian perlu pm offline,3.0
semoga hasilnya negatif bu kesehatan sekeluarga anak ikut ptm sekarang kaya ngirim medan perang,-7.0
mau ptm,5.0
pengen ptm,3.0
biar geger emang kalau ptm ditiadakan langsung jadi headline media,11.0
hiks baru aja pjj sedih sudah asik ptm,5.0
demi anjing ptm lagi,-6.0
huhu syukurlah sekolah gaada kabupaten daring lagi pengen ptm sampai ujian kalau,3.0
daring huhu habis ptm sekolah banyak positif,13.0
pjj aja pls soalnya nanggung sekolah bentar lagi lulus gabisa haha hihi tiap kerjaannya uji nyali kalau bersosialisasi lewat aja gaperlu tatap muka langsung ptm sudah uji nyali cape stress kena kopit pula,12.0
ptm bange paham materi ptm efektif warga sekolah menjaga prokes jangan seenaknya sendiri kalau memang keadaan jadi memburuk lagi,-3.0
emangnya pjj gak belajar kalau aku lebih bauk pjj dulu sampai covid turun lagi kalau ptm full takutnya banyak kena covid bumi bener normal virus,nan
pls daring lagi jujur gua rada capek kalau ptm demi allah,3.0
ptm pjj kalau ulangan aja wkwk,0.0
baca postingan warganet sudah muak pembatasan pembatasan muak test pcr muak corona sudah nganggap bodo amat sama covid giliran pusat setuju usulan gub dki soal peniadaan ptm malah ngoceh ngoceh salahin luhut salahin rezim,0.0
banyak pjj yaa aku ptm wkwk sesi lagi anjir,4.0
solo ptm kemarin sudah ada positif covid lanjut ptmnya gatau sampai hilal bakal pjj,18.0
sekarang ptm aja ehh malah daring,1.0
jangan berhentiin ptm,-2.0
ptm sesi sesi gua diliburin karena ada rapat gua bangun way tempat les karena mau numpang belajar sana sekalian jam ada jadwal sampai jam,-4.0
kalau kayak mending besok ptm,-2.0
ptm pjj tugas gapernah dijelasin,-4.0
plis ptm jangan hold kalau hold  ya ya namanya situasi emang bener kayaknya jangan terlalu nyaman suasana bangsat,4.0
iyaa alhamdulillah sekolahku belum ada semoga aja ptm full bertahan sampai ujian nanti,15.0
baikk by the way sekolahmu sudah ptm pjj lagi,3.0
kab semarang roman roman pjj lagi anjir ptm doang,0.0
tenang saja anak sekolah ptm tertular covid paling tua murid menangis sedih pintu batu nisan anak dicintainya paling pemerintah bilang prokes tidak dijalankan sungguh sungguh sesederhana saja,-16.0
aslinya sudah ptm kak lingkungan banyak kena covid jdi pjj lagi stay safe yaa,6.0
sebenernya lebih pengen tetap ptm cuma kondisinya memungkinkan banget jadi aku pilih pjj,7.0
barusan dilaporin anak saya sepulang saya jemput sekolah kalau temennya sudah gak masuk pasca vaksin om kata gurunya demam gak turun untung anak saya saya ikut vaksin alhamdulillah sangat sehat walaupun ptm anak sungguh lincah sehat,-3.0
engga soalnya emang pengen ptm hehe,5.0
aku maunya ptm,1.0
ok ptm asal ptm encok gue daring,-4.0
aku ptm bagi sesi aku se sesi sama temen deket aku aku sesi sesi kebanyakan cowok aku cuma takut gabisa belajar fokus sama takut nyaman awalnya aku mau coba tanya guru kelas boleh aku sesi eh boleh jadi aku badmood,41.0
ptm tetap berjalan memerhatikan dinamika penyebaran covid varian omicron serta mencermati masukan dari berbagai pihak,4.0
iyaa pengen banget ptm malah jadi gegara kasus naik lagi,-4.0
murid ptm kontol,-2.0
materi sampaikan gampang ngerti kalau ptm,4.0
jangan pjj pls gue suka ptm soalnya ada wifi gratis uang saku potong,-3.0
cape tugas kalau ptm cape fisik,-10.0
to be honest enak ptm dari pjj,0.0
njir bener bener dah,0.0
kocak psbb diumumin pemerintah ngamuk sama lewat teel gue ngamuk lagi pemerintah karena setuju gub mau berhentiin ptm,2.0
aaa yaampun kemarin sudah enak ptm mau sekarqng malah ada belajar dari rumah lagi,15.0
benar bangett sekolah gue termasuk ketat banget sakit ringan sebatas batuk aja benar gaboleh masuk kemarin udah bersyukur banget nilaiku ilmu nambah karna ptm to be honest aku males banget rumah enak sekolah aja,3.0
masalahnya ujian prakteknya gadir kalau tetap ptm tugasnya seabrek alias emosi kalau mau ptm kelas aja kelas pjj buat ujian praktek,3.0
ngapain kirim surat pusat tinggal kepala daerahnya buat keputusan diberhentikan sementara ptm kebijakan ptm misalnya kepala daerah mikir bukan lempar tangan pusat,15.0
lebih ngerti ptm pjj ulangan aja wkwk,3.0
gak deh semoga virusnya cepat berkurang balik ptm lagi,-5.0
ptm kalau materi ulangan pts pjj,-1.0
pengennya ptm ujian praktek nanti daring aja hahaha,0.0
sekolah sudah gila ujian praktek daring vidio tetap ptm yaa ujian praktek sambil belajar pls waktunya buat vidio,14.0
walaupun aku pusing karena sekolah ptm kalau gak ketemu teman rasanya ada kurang,-1.0
anna ptm belum punya temen jadi daring aja deh hehe,5.0
serius mending ptm aja anjing,-6.0
ptm lebih enak,6.0
sekolah gue pjj lagi plis males banget ptm,-7.0
ptm buat dipulangin soalnya anak kelas sebelah ada positif jadi pjj deh,-3.0
yaallah ptm aja mulai tanggal mau ganti daring lagi gue belum ngerasain woe,4.0
gue mending pjj ptm sesi,-2.0
kalau tetap ptm virusnya bertambah lagi,-5.0
yahhh sedih sekolah gue besok sudah ptm,-4.0
gurunya niat ngajar pertemuan masuk sudah ditelfon walas gua anjir aja kalau ptm masuk mulu,1.0
emang kudu diberentiin ptm selama buat yaa kalau kasus meledak usia usia sekolah perlu fasilitas khusus kalau ada case terburuk sampsai perlu rs sudah pasti persiapannya dikit banyak punya fasilitas ikutin aja lord luhut,11.0
awalnya pjj akrab sama sekali kayak gamau kenal sama temen sekelas eh sudah ptm lama jadi asik,11.0
sama sudah nyaman ptm,12.0
aku tetap pengen pjj ptm ngeri sama sirkel gue anak bawang cuma diem,-1.0
