,tweet
410,eh bener banget sumpah gue ptm xcxb tp tiap mata pelajaran hampir ada tugas semua gila
411,pengen ptm
412,sekolah kaga jelas ptm udah pjj anjeng
413,allah siap ptm
414,pusing banget semenjak ptm knp tugasnya makin ngotak diatasin jg seburuk
415,semenjak ptm full tidur malemnya jadi gampang ngantuk
416,gajadi ptm lagi
417,ptm soalnya guru saya lagi ad rapat pjj mulai sesuai jadwal sesi cuma ngerjain latihan
418,samaaa besok ak ptm lagi males
419,pagi aku ptm yeayy alhamdulilah bebas tugass jadi kegiatan lumayan singkat
420,ya allah ngeri banget skskssk kemaren sekolah udh ada yang kena makanya online lgi tpi ptm lagi
421,sumpah sbm cacat bet cacat tai udh ad yang kena covid aja ptm
422,saya mendukung kebijakan melanjutkan ptm walaupun terbatas ancaman learning loss sangat berbaya
423,ptm sekolah gue terancam turun jangan dong duit jajan gue belum kekumpul sejuta
424,jujur ptm sekarang makin numpuk tugas iniiii lebih baik pjj ajaa cape banget bong
425,semenjak ptm gue jam segini udah ngantuk
426,ptm gue kalo pjj bisanya plangaplongo doang kaga paham
427,jamannya masuk sekolah pakai ijin orang tua ptm masuk pakai alasan diijinin orang tua
428,jujur buat gue ptm capek banget
429,pemerintah sekolah mutusin buat ptm terbatas tentu udah mikir resikonya aja
430,udah ptm aja ngambil jam istirahat buat daring
431,setujuu hentikan ptm kembali lagi daring
432,ptm capek banget
433,ptm meski stress tetep banyak ketawa kalo stress jadi ada temen aokwaowk
434,duh males bngt ptm
435,udah nyaman sm ptm
436,udah fix hybrid tp yang boleh ikut ptm cuma yang domisili kota smg sekitarnya
437,ptm ngabisin uang gue ahhh bukannya malah nambah
438,ptm capek ptm ngerti pelajaran
439,gue malah ngerasa butuh tambahan rasa kaya padet banget semenjak udah ptm
440,udh nyaman ptm seru banget jadi ngerti materi materinya
441,gua kalo udh ptm jadi seneng deh ketemu temen wkwkwk
442,sekolah anak saya bagus menerapkan prokes muridmuridnya sudah anak sekolah lagi wlopun dpn sdh siap ujian penting sdh mulai ptm semua elemen sekolah makin siap saya jg mengantarkan dengan senang karena tahu pentingnya ptm
443,gue seneng deh tmn kelas gue seru banget huhu gamau pjj mau ptm aja tp gpp libur
444,di convoms ada narasi di picture soal covid naik ptm gamau libur
445,gue tepar tiap ptm
446,ptm kalo aku dibagi per kelas jadi tetep jauhan duduknya
447,sebagai guru aku lebih suka ptm karna anak didik jadi keliatan kemampuan menerima pelajaran kayak
448,yeyyy sudah vaksin kedua siap ptm walopun siap mentalnya
449,ya allah pr bnyk banget semenjak ptm
450,kepikiran jujur seneng bangeeeettt ptm tetap aj ada rasa takut
451,ptm tai kucing
452,bismillah kampus aku gajadi ptm ptm soalnya aku sayang kucingku
453,adinya online offline trs kemaren form ptm buat
454,sekolah jangan ptm please kasihan anakanak kalau sakit kasih opsi aja mau ptm boleh offline boleh kalau memang udah stabil
455,alias semenjak ptm banyak bener kerja kelompok
456,biar lebih tegas jelas jadi yang ada kasus pelarangan ptm bagi anak yang divaksin
457,aku dengar dari kalian ptm ya tatap muka belajarnya kerjanya belum wfh kondisi belum stabil bngt
458,emg taiiii udah swab sekolah hasilnya negatif semua biasanya prokes ketat eh malah sekolah ptm
459,ptm supaya lebih masuk materinya
460,paling dirindukan emak ptm anak mandiri dari bawa tempat minum segede gentong worksheet seberat beban hidup
461,jujur ptm pikiran burukku tentang sekolah berkurang lebih capek pikiranku lebih kerasa ringan
462,pls iya banget sekolah lagi pjj lagi karena ada yang positif mulai ptm lagi kasus cvd makin makin tinggi tbl tbl tbl
463,menurut gue pribadi ptmt adalah kebijakan sangat tepat setelah lamanya datang sekolah
464,capek banget plis energinya kebuang banyak buat interaksi sama banyak udh mah kelasnya panas pulang sekolah nugas
465,asus omicron tinggi yaa aduh mah bakalan pjj lagi sedih aku udah nyaman sama ptm
466,pjj sekarang mah soalnya ptm tremor banget
467,kalo semua ptm maybe covid bakal makin makin naik
468,walaupun ptm ngabisin energi tp lebi cape sm pjj
469,pls jangan smpe sekola gue tutup gue lebih suka ptm lebih ngerti pelajaran
470,sekolahku aneh banget tiba tiba ptm kasus lagi naik
471,mkin lmaaa skolah ptm mkin capek rasa ny
472,ua mulai ngeri ptm tau kalo sma deket rumah ditutup karena ada yang positif
473,mau brp lama anak indonesia mengalami learning loss kalau nearip ptm
474,sudah ada kena anak temanku di jaktim pulang sekolah suhu tubuh naik tenggorokan radang sempat periksa akhirnya ptm
475,anakanak sekolah di jakarta yang rada khawatir karena ptm full kasus covid lagi naik
476,iyaaa kakk neya aku kamisjumat pjj soalnya ada anak kelas positif huuff sedih gaakk sekolah
477,nderr jujurr aku selama ptm malah jadi produktif biasanya aku tidur seharian sekarang malah rajin
478,saya bingung sama orang tua yang mudah parnoan karena sekolah banyak ditutup anak elo dah vaksin takut ptm
479,serem dah tmn online kn ptm trs abis cek trs positif anying
480,dentjii kebetulan ptm libur jdi daring sehari di rumah tpi tugas banyak bgtt asksk
481,eneran dah sejak ptm energi gua terkuras habis bgtt jadi perlu membiasakan diri sisa stamina setelah sekolah
482,lebih capekk buat gua bosenan soalnya pasti selalu ada cerita setiap ptm
483,hahaha ptm capek
484,asli aku berani katanya aja ptm mau di undur lagi kasus di ina malah naik lagi
485,saya dari mulai di buka ptm dihimbau ditutup kembali anak saya yang sd smpai skrng tetap daring wlu temannya semua ptm walau wajib ptm saya tetap mengizinkan selama anak saya yang sd belum divaksin kecuali yang man pt sdh divaksin maka saya izinkan ptm
486,ptm lagi gue udah muak banget belajar pjj shit gue udah bego makin bego
487,aku dari awal online nder ptm jadi di tertentu aja sekolah
488,jujur jadi engene ptm ketar ketir broo
489,akhirnya ptm lagi
490,gue dah nyaman ptm woe aisjaishksjs
491,plis aku ptm merasa terbuka banget sama ngelatih mental biar takut khawatir sama
492,sama capeknya jadi milih ptm karena cepat paham
493,gue pengen ngomong ttg kebijakan pjjptm tpi kayaknya bukan kapasibilitas gue
494,ptm pjj malah susah ngerti pelajaran trus screentime terlalu lama gampang cape ngapain mending ptm
495,kalau disuruh daring lagi big noo mauuuu walau ptm capek banget aku suka produktif
496,keterlambatan booster tentu sangat beresiko ptmt harap diperhatikan
497,adek gue ptm offline jam doang apaan
498,kalau ada ptm jadi susah mau belajar utbk soalnya udah capeeeeee duluan cape banget kalau mau dipaksain belajar malah sakit
499,ptm ternyata temen kelas seru seru banget
500,dari taun lalu cuma ptm sekali soalnya yang ptm full dibatalin gara ada orang tua murid setuju
501,aaaaa siap ptm bln februari
502,kasus kopid nanjak lagi tp ptm tetap dilakuin knp
503,cepet cepet ptm deh gua gila anjing kalo pjj begini isiannya kelompok semua
504,daring skola ptm di tutup lagi huhhh capek
505,ptm emosi stabil
506,lalu datang kemudian ada gejala ada gejala swab antigen swab pcr tau tau positifsadar efek ptm
507,dilematis ptm tetap dilaksanakan lagi sementara pemrintah waspadalah atas kasus omicron yang bertambah kontradiksi
508,aku tebak hbs ptm full pasti daring
509,sekolahku tetep ptm nder walaupun banyak guru siswa positif
510,sma gue pgn ptm eh setelah kuliah mending pjj anjir
511,covid udah kekeh ptm
512,istirahat banyak minum obat sama jangan ikut ptm deh bahaya get well soon
513,hahahaha kuat ntr bunda ptm di demo bersilid silid
514,mulai pesimis ptm jadi berjalan kalo
515,pjj ptm kurang asik sekarng
516,ptm serius seru banget punya banyak temen paham materi tadinya aku bgo bngt kimia skrng malah kayak master
517,semakin banyak cov terdeteksi di sekolah imho mas menteri sudah waktunya mengevaluasi ptm
518,gue udah nyaman banget sama ptm pjj goblok doang
519,jadi mau mau selama ada celah buat sekolah diadakan ptm ya dimasukkin muridmurid hadir
520,ngajar sumpah capek banget wes mending entah semua pjj semua ptm asal jangan separoh
521,fairuzsalwa koko bener bangetsampe bocil mau divaksin sekolah ptm
522,pls ak mau daring aja ketimbang ptm
523,trus ptm kasus udh tambah begini ko ptm di lanjutkankasian anak
524,schfess pjjtau kondisi jangan ngotot mau ptm
525,good pjj fleksibel belajarnya lebih ambis ptm materi lebih masuk terlebih materi matematika
526,ptm stres bareng bareng
527,di penerapan ptm kn dah di jelas di zona hijau dan yang sudah siap ptm segala kesiapan dan prokes ketat
528,kalau distopminimal jadi ptm
529,sebenernya negara berani banget buat ptm
530,sekolah mau stop ptm aja ya banyak anak yang belum usia vaksin
531,ada yang kena covid tp ptm aja udah aneh
532,convomfs masalahnya sekarang sekolah ptm banyakan di sekolah banyak siswa guru abai
533,kendati demikian jika nantinya ditemukan kasus saja di sekolah baik dari guru siswa tenaga kependidikan ptm distop
534,pelaksanaan ptm bebani psikologis guru tua
535,jichakyu samaaa kak ak jg biasa aja tp ak semenjak sekolah udh ptm tiaap capek banget trs jdi mood
536,terpantau sudah tdak kuat ptm
537,ya allah gue gamau ptm kalo pjj tambah gamau
538,males ptm soalnya main sirkel semua anjrit pilih pilih temen banget lagi ngerti
539,enakenak udah ptm eh balik pjj lagi sabar ya mungkin belum saatnya
540,lelah jg ya ptm
541,balik pjj aj anjing kesel ptm mulu asuuuuuuuuuuuuuuu
542,dilema banget ngisi survei kampus okein ya setuju ptm maksud gue males kalo nyari kosan
543,ya allah mau ptm lagi
544,pls ya bpk ibu jngn daring lagi sya udh nyaman sma ptm walau hati gonjang ganjing ktmu guru killer
545,jabodetabek ya aku bandung ketar ketir lagi dikaji ptm nyatt iyasih dirumah enak aing jadi bego
546,enaknya kalau pjj konsen belajar kalo ptm ketemu tementemen diskusi bareng
547,ptm yang dijelasin lebih masuk dibanding pjj
548,schfess ptm kalo pjj kadang jaringan error devicenya segala macem materi kurang masuk otak di rumah
549,ya allah berharap banget sekolah gue pjj lagi kuat ptm lelah
550,ptm enak
551,benerr semenjak ptm muka sama leher sedikit agak belang
552,dah mending ptm kalau kaya mah ngadi emng sekolahan gue
553,sekolah jangan ptm please kasihan anakanak kalau sakit kasih opsi aja mau ptm boleh offline boleh
554,njir knp besok kga jadi ptm asu
555,kasus naik lagi ptm tetep dilanjutin ya berarti jadi pembelajaran terlalu maksain
556,far ptm ketemu temen ketawa tawa lebih produktif jg kalau pjj jenuh trs jadi kayak males malesan
557,gue malah pengen ptm
558,udah enak ptm malah daring lagi
559,kelar kasian asli ptm kayak di ya pusat kehidupan rakyat ya di ibukota
560,emang semua sekolah tpi di jakarta udh bnyk gt yang pjj lagi tpi ya paling doang nanti lanjut ptm lagii
561,ya kalo nama sekolah gua ada yang positif kasusnya disembunyiin jadi tetep ptm
562,tp gue lebih suka ptm
563,paling depan banyak sekolah ptm
564,udah enak ptm malah daring lagi
565,ptm ditiadakan usai salah seorang siswa terpapar virus covid
566,pls tolonglah ptm ngeri anjir ada yang namanya jaga jarak gerombol mulu di
567,iya ptm ada aja yang patuh protokol
568,guyss doain daerah tetap safe yaa biar sekolahku tetep jalann walau cuma yang penting tetep ptm
569,sridianava chan sama bu dok ptm beberapa annakku mulai pjj lagi dapat info dari sekolah kemarin sore
570,naik drastis yh harusnya skola jgan ptm dlu di ppkm lagi
571,ptm belum sebulan ngerasa banget anak ada kemajuan tau ngerjain matematika khususnyapas awal ptm shock anak
572,benar setuju sekali pemerintah msh belum belajar dari melonjaknya kasus delta juni sudah diperingatkan dari maret tidak mengindahkan pakar pandemi skr berulang lagi semoga separah kemarin saya belum siap melepas anak anak untuk ptm
573,telat banget tp semangat ptm berat banget asli deh
574,suka banget sm ptm
575,udah nyaman banget ngajar ptm tiba tiba pjj kayak ah udahlah wkwk
576,ptmkarna kalo pjj aku jarang belajar
577,tpi aku suka ptm xfxfxxb
578,ngerasa semenjak ptm tugas jdi banyak jujur maih pjj tugas santai bngt
579,sama pls mls bgtt mau ptm
580,smandu pjj lagi aku suka ptm
581,laj harusnya lgsg pjj kalau ketauan satgas lgsg gboleh ptm lagi akwoakwokaowla
582,sejak ptm tingkat kemalasan gue bertambah
583,dki jakarta naik ptm sekolah jalan teruskemana akal pikiran sebagai pemimpin
584,apaan gajadi ptm lagi huft covid knp km sangat mengesalkan
585,muridmurid ptm positif covid dahh adiknya temenku begitu mau diganti online lagi aja apaa
586,gue takut ptm bukan gara gara gaada temen selama gue belajar dapet hikmahnya doang
587,ah giliran udh pw ptm malah pjj lagi dhlah
588,ada siswa kena cvid jadi pjj depan ptm lagi
589,gua udh nyaman ptm anjing
590,kaga usah ptm pls amin
591,sumpah seseru ptm gue telat masuk langsung ulangan kimia abis lanjut praktek fisika seru banget
592,semenjak ptm jadi berasa capek banget
593,sumpah ptm gue pjj sepi banget anjg seru
594,ptm lebih enak kalau nangkep materi nanya
595,besok ptm mls
596,bekasi ketularan kayanya nanti baru ptm msh pula udh disuruh belajar dari rumah lagi aja karena ada guru yang positip
597,sekolah ptm lagi capeknya double double seru
598,sekolah efektif karena buka tutup penemuan kasus covid
599,dua dua kalo paham materinya aku paham semua mau pjj ptm tergantung cara gurunya jelasin aja
600,sekulaku ptm ada yang positif parno banget kalau di sekolah berani pegang tangga lagi padahal tangganya curam banget butuh pegangan
601,sumpah kalau sekolah online gue jadi produktif gt jadi kayak mending ptm
602,pjj lagi ptm bahagia banget
603,sekolah sender pjj lagi sampe yang tidak ditentukan alias gabakal ada ptm lagi mau nangis padahal ptm
604,lonjakan kasus omicron tp banyak ptm
605,lrt gue msh agak paham ya ptm msh dilaanjuttt ya allah gue
606,tai lahhh udh nyaman sama ptm
607,gua ptm belum ad sebulan udah di tutup lagi anjg
608,gue ngeri kalo nnt pengumuman smt ptm wkwk
609,sekolahnya tidak mikir capek tau sehari ptm sehari pjj tugasnya banyak yang terlantar
610,menurut aku ptm terbatas kurang worth soalnya mata pelajaran dibatasin cmn jammapel aku kurang puas nerima materi
611,ptm terbatas menurut saya kurang efektif jdi guru kalau nerangin materi fokusnya terbagi menjadi yaitu dimana yang ada di kelas satunya lagi ada di rumah ya lagi namanya keadaan
612,terlebih satuan pendidikan tingkat paud sd rasanya butuh banget ptm terbatas menurut penelitian pjj kurang optimal karena ada resiko learning loss dampaknya baik diluar kondisi psikologis yuk bismillah prokes jalan
613,enapa akhirnya ptm secara terbatas diselenggarakan karena cukup banyak tua mengeluh kalau program pjj sekolah online kurang efektif jadi ingat pernah nonton di youtube anak sekolah online guru menerangkan anaknya malah ketiduran hahaha
614,semoga ptm terbatas berjalan lancar disetiap daerah buatku lebih efektif belajar disekolah anak lebih konsentrasi belajar belajar dirumah kurang disiplin ujungnya main gadget penting prokes jalan
615,gua udh nyaman banget ptm disiplin knp pjj lagi sumpah ya sumpah gua kesel banget
616,keseeeelllanak gue malem dah siapin buat ptm tiba di wa dari sekolahptm ditiadakan
617,tpi bneran pgn ptm gila ya pjj lebih capek capek mental pjj kerjaannya sambaaatt mulu kemaren ptm bahagia
618,waduh buat planning pjj karena dapat gue pastikan seefektif ptm
619,kalo pjj enak santai ngumpul tugas jg nanti materi masuk sangking santai nyakalo ptm capek
620,berat ya pemerintah yang lain sudah bagus soal persiapan menghadapi omicron cuma soal poin ptm jadi alot disuratin sama asosiasi profesi udah dikasih saran sama ahli via back channel jg udah disindir udah tau lagi mesti kalau
621,ngantuk bener capek ptm tiap kayak gaada istirahatnya tugas bejibun
622,kebanyakan isi form endingnya kaga jadi ptm
623,gue jg mau sampe sekarng ptm aje buset
624,ptm pls udh kls gamau pjj lagii mau ngerasain masa sma
625,wqwq temennya adek gue udh orang positive covid tp ptm yauda la ya
626,doakan saja semoga cepet sembuh jujur aku dah nyaman ptm gusyysys walau bangun pagi
627,pjj murid kelas mending pjj asli dah kalau ptm cuma capek tugasnya banyak
628,enakan ptm padahal
629,antesan katanya virusnya melonjak diadakan ptm ternyata akal bulus licik
630,pengen pjj stress gue ama tugas ptm tiada habisnya tugas sampe mata pelajaran waktunya mepet soalnya banyak banget
631,ptm aasik bat enakan daring
632,dari awal ptm saya udah curigaptm cuma buat gampang koordinasikan vaksin ajahabis online lagi
633,mls ptm apapun
634,ak mau ptm plis help
635,isi positif anak sekolah ptm jadi keliatan yang cuma pintar di dumay sama di duta
636,ptm membuat malas balik kos
637,seperti bukan wakil rakyat yang ngomong kalian tak pernah mencermati lebih dalam kenaikan kasusnya bolak balik ptm online ptm online seenteng di mulut
638,sekolah adik saya udah ditutup gara ada yang terkena covid sekolah saya ditutup
639,senengnya ptm eh full pjj lagi
640,ptm ribet bawa bawa tiap ada aja tugas
641,ptm bagi gue yang lebih gampang paham lewat suara sedangkan kalo pjj sekolahan gue yang tiap meet
642,ketika sekolah mulai ditutup sekolah gue malah informasiin kalo bakal ptm
643,sekolah saya terpantau lanjut ptm jakarta
644,secapek capeknya ptm mending dibanding dibuat stres sama pjj
645,mau ptm tiap aja
646,semenjak ptm aku jadi gampang banget sakit emg bener imunitas lemah susah
647,nentuin ptm pjj di suatu sekolah kepsek kalo iya mah enak anjing diruangan sendiri aman anak murid sekelas anak dempetan anjing udh olahraga di lapangan lepas masker
648,dua duanya di mix aja kelamaan pjj enak kelamaan ptm enak sekarang wkwk
649,gue lagi seneng senengnya ptm
650,ptm banyak plusnya tpi badan mendukung bgttttt temen kelasku sakit semua gegara jdi aku sampe sekarang sering izin karena jujur badanku gakuat banget padahal sblm pandemi aku orangnya yang gabisa diem jarang sakit semangat untuk nder
651,mbl males banget mulai ptm
652,gue agak menolak pjj karna ya anjrit gue mending ptm walau banyak tugas kalo pjj banyak tugas stres yang ada
653,abud emang selalu punya rencana jahat senang kalo jakarta kasusnya naik lagi mewajibkan ptm setiap bagi sekolah di dki dg dalih skb menteri urusan adu domba rusuh emang jagonya doi kebijakan yang pakai otak sekali siap tempuh misinya
654,siap ptm ajgg gue ngomong sama orang aja gemeter
655,aku siap ptm plis semoga cuma prenggggg
656,beberapa menangis bukan karena lemah karena siap besok ptm
657,asli siap banget bakal ptm walaupun belum dapet kabar ngeriii bukan cuma takut ketauan gobloknya takut sama lingkungan takut adaptasi
658,siap ptm tolong
659,iap siap jujur ptm malah rasanya tugas tmbah banyak makin ngerasa ada
660,jujur siap ptm
661,yaa gue belom siap ptm tpi kalo ptm gue makin bodoh
662,siap pliss besok ptm
663,besok ptm hhh siap tpi yasudalah
664,seriusan siap ptm mau belum sangup menghadapinya elah bahas gue intinya gakkk mau
665,plis siap ptm besok mendadak bngt hiks
666,alias gue siap ptm anjeeeeng
667,sumpah aku siap ptm anjir udah lama sekolah jg kayak takut banget left
668,siap ptm asli gue takut plonga plongo kalau dtanyain
669,siap ptm ih banget
670,apapun siap ptm langsung sekelas
671,udah pergantian daaannn depan sekul ya allah cepet banget udah mo sekul lagi siap ptm
672,sya siap ptm
673,anak usia paudsd pembelajaran secara online kurang optimal karena ada resiko gagal memahami pelajaran berdampak jangka panjang seperti kurang motivasi belajar penting mengadakan ptm terbatas
674,di lain pihak banyak tua menolak kebijakan ptm terbatas karena takut anakanak terkena virus corona berada di sekolah
675,menurut kalian ptm terbatas banget bakalan eman soalnya kayak jam doang masuk pulang habis kalau misal mau ngobrol sama temen waktunya terbatas banget pula aku mikirnya sekalian emang udah mulai kondusif situasinya
676,gue mikir nderr tp sudut pandang beda ada yang mikir kalo tatap muka mata pelajaran yang di ajarin lebih gmpng masuk daripada online trus tua kdng mikir kalo online main hp trus kaga belajar
677,anak saya termasuk cukup pjj kalau ikutin mau saya saya kekep di rumah ternyata cukup kebetulan tipe belajarnya kinestetik butuh interaksi beneran bergerak beneran ya saya perlu siapkan ptm terbatas donk
678,please kebijakan sekolah pertemuan tatap muka ditinjau ulanganak anaknya mungkin kalaupun ketularan gejalanya ringan ringan aja anggota keluarga yang lain
679,beneran nanya bukannya sekolah ada persetujuan orang tua kalo orang tua gamau dipaksa tatap muka
680,garagara ompunggung tangan jari telunjuk mengarah kanan omicron sekolah tatap muka di banten maks hmm online aja semua deh biar aman
681,yang maksa anak vaksin dg ancaman sekolah ptm dinas pendidikan menyatakan anak yang vaksin boleh sekolah pertemuan tatap muka
682,silakan aja dilanjutkan tatap mukanya kalau kasus covidnya rendah lagi tinggi saya mendukung sekolah tatap muka karena menurut saya yang terbaik kalau kasus lagi tinggi ya sebaiknya berhenti supaya tambah cepat penularannya
683,mau hidup ikuti aturan jika belum ada instruksi tutup maka tetap sekolah tatap muka jangan rewel ayoo sekolah
684,omicron semakin mengkhawatirkan sekolah tatap muka dievaluasi
685,kasus bertambah sehari satupersatu anakanak temantemanku mulai bersekolah tatap muka tertular kemudian menularkan seluruh keluarganya di rumah maksa sekolah tatap muka sekolah online semester lagi terlalu jelek
686,sekolah lain pjj sekolah sendiri tatap muka
687,berharap banget sekolah tatap muka di tinjau ulang mau protokol kayak namanya anak lebih bahayain
688,tolol sekolah tatap muka dianggap sebuah ironi ironi jika mempercayai halusinasi dari
689,takut banget sekolah ak muridnya udah ada yang positif word belajar ptm trus gurunya kaya nutupin yang positif
690,kasus naik tempat ngajar msh ptm jdi takut
691,giliran kelas fadly ptm saya bapaknya memberikan ijin untuk fadly ikut ptm alhamdulillah fadly sudah menerima vaksin baik dosis maupun tenang deh ya udah vaksin
692,jujur gue takut banget ptm besok
693,sudah siap ptm jatim adalah provinsi pertama di indonesia melakukan uji coba ptm
694,anjay ptm kalo saya meninggal saya siap
695,ijin ptm sekolahku dicabut apakah ak pjj lagi
696,gue gamau pjj gamau ptm maunya ptm aja
697,kesel ptm mulai besok
698,mending pjj gasih kalo kaya soalnya kalo ptm sedikit
699,dom serang ptm untungnya belum ada omongan bakal pjj kalau jangan
700,pjj ptm perasaan sama aja dah wkwkwkwk kaga ngurangin kasus covidwajah netral ada makin stres
701,aku milih pjj masalah disekitar sekolah ada rt yang bener kena jg anaknya gaada yang namanya jaga jarak trs kemarin bru aja di sekolah ada yang kena jdi takut
702,itulah makanya sekolah membuat otomatis jadi pintar yang dikhawatirkan anak yang tertular karena ptm lalu menularkan keluarganya yang vaksin karena komorbid lalu perlu takut karena keluargamu sudah vaksin semua hidup egois banget
703,takut banget anjing hri ptm udh banyak sekolah yang pjj
704,takuttt ptm tiba tiba kelas sekarang sakittttt wajah murungwajah murungwajah murungbesok takut sekolah
705,murid di sekolah gue ada kena omikron sekolah gue tetep berjalan ptm jujur takut banget
706,mau banget ptm tp takut
707,anak saya jadi korban macam gurunya bicara kalau km mau vaksin brti orang tua tidak ijin ptm km boleh sekolah lagi wajah terkejut saya jawab saya ijin ptm vaksin saya ijin ptm wajib belajar sesuai uud negara lets see ja
708,akhirnya banyak sekolah terpaksa membatalkan pembelajaran tatap muka ptm karena covid kembali merebak biarkan urusan ptmpjj jadi urusan pemdapemprov bukan urusan pemerintah pusat lagi
709,kalian tatap muka pjj kalo gue pjj karena di daerah sekolah gue covid lagi naik semua sama adek adek gue pjj karena ada temennya kena sekolah kalian ptm by the way stay safe ya
710,anak sekolah tetap sekolah tatap muka biar ada covid sebab rumah asyik main game aja nga cerdas tunas bangsa
711,aku seneng bangettt karna sekolah udah tatap muka walau cuma sangat sangat berguna akuu gurunya ngejelasin materi langsung kayak belajar online cuma nyomot vidio materi di youtube
712,dengan melihat angka sekolah tetap belajar tatap muka sungguh bijak bila pengambilan keputasan mempertimbangkan situasi terkini harus tunggu kasus meningkat parah ambil kptusan yang tpat
713,ptm menurutku efisien sekelas sma aja pasti ngelanggar prokes kaya jaga jarak anak smp sd pjj go
714,moots bukan mau nakutnakutin ya omicron emang cuepet nyebarnya salah teman di fb anaknya sdsmp sudah full ptm sekolah anaknya sakit setelah sekolah kelas harusnya anak cuma keisi kurang dari semuanya sakit tenggorokan
715,buat bocah yang sd kasih ijin ikut ptm walau beberapa tmn menyayangkan sekolah cm bentar kasian dari msk sd pernah ptm alasan soalnya bocah belum vaksin msh suka lengah prokesnya
716,siap prof emang paling aman pembukaan ptm menunggu indonesia vaksinasi penduduk kalau mau dikecilkan lagi pulau jawa penduduknya sudah vaksinasi ya karena sekolah banyak sekali disini terlalu bahaya ptm sebaiknya ditunda
717,saya sudah siap semangat ptmnmun ptm jadi sepertinya karna kebijakan ppkm
718,mengadakan ptm ijin kepada pihak terkait adalah suatu bentuk perlawanan terhadap pandemi hoax maka dari kepada seluruh pengelola sekolahan swasta jangan mau didikte oleh brengsek terkait pandemi hoax tolak segala bentuk tes pcr swab terhadap murid
719,hasil dari sekolah yang ptm dengan alasan menjalankan instruksi walikota bukti peningkatan kasus di cluster sekolah yang sudah ptm trus kalau uda mau lanjut ptm mosok kudu di tag twiter sekolah
720,sebenernya takut ptm jujur mau pjj anjir gila kalo pjj lagi mending aja ya
721,please jangan pjj lagi please pengen ngehabisin tersisa sblm lulus sebaik mungkin karena nanti pasti bakalan kangen banget sama masa tolong ya jangan pjj lagi tolong banget udah bagus ptm cepet paham sm materi yang di sampaikan semoga pjj lagi aamiin
722,dari awal belum aman ptmt saja buanyak maskeran ventilasi buruk dll lha malah maksa
723,menunda ptm terbatas malah pny efek buruk bagi siswa lha tetanggaku yang pny anak malah maeeeen mulu kerjaannya ya ortunya jg sibuk krj bs nyalahin ya tp ptm terbatas harus dilakukan dengan prokes jalan pokoknya
724,lebih baik tatap muka menanamkan sifat parno anak justru bakalan semakin negthink bahwa sekolah rentan terkena penyakit ya silahkan aja yang betah anak sekolah daring yang ada semakin efisien
725,aku sekolah ptmt lagii jujur lebih seru sekolah dari online merasa semuanya jelass catatan lebih enak di liat sama guru lebih mudah dinilai siap ulangan abama huhu
726,ptmt pasti sangat berat aku siap sihh
727,anakanak excited ptmt anak saya yang selama males mengerjakan tugas semalam mengerjakan tugas sampai malam agar ditunjukkan gurunya jangan lagi kalian menyebar isyu cluster insya allah prokes ketat melindungi
728,saya mengijinkan anak saya mengikuti ptmt sampai daring mengingat belum dilaksanakan vaksinasi dosis pertama bagi sebagian besar siswa seluruh tenaga pengajar seharusnya sebelum dilaksanakan ptmt dipastikan vaksinasi seluruh siswa guru
729,menurunkanmelepas masker pelajaran baik siswa guru jujur terbuka kalau dirinya keluarganya ada yang sakit kalau demikian mending di rumah saja oh ya sekolah anak saya tetap melaksanakan blended learning untuk anak yang belum ptmt boleh pilih pjj
730,bagi anak saya yang tk tentu ptmt menjadi momen yang berkesan karena berinteraksi langsung dg teman guru
731,kemaren ptmt sekali anak saya tetap milih online ada yang antar jemput meski kasus relatif landai anak th belum vaksin lebih baik lebay abai
732,pd suatu rapat ortupihak sekolah terkait ptmt website sekolah ibu sptinya kalau via daring anak saya lbih susah brkonsentrasi bu bgmn carany agar dpt belajar dengan baik ya aku trmenung bukankah dpt djawab oleh orang tua yang lebih kenal anak tuhyasudahla
733,anak saya kemarin udah masuk setelah izin ikut ptmt ngeri gurunya udah vaksin muridnya belum vaksin
734,kalau saya mendukung ptmt sepertinya sekolah anak lanjut pjj tukaran saja haha
735,jujur aku belum siap ptmt
736,udah mulai sekolah lagi hati mungielku belum siap bertemu matematika ipa ptmt
