id,created_at,source,original_text,clean_text,lang,favorite_count,retweet_count,original_author
1.49E+18,Fri Feb 04 01:57:32 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@cremeiylatte Iya sama, tp klo ptm takut jga;(",keliatannya opung lihat jatuh sakit proyek lagi ptm stop berkurang,in,0,4,imbangimedia
1.49E+18,Fri Feb 04 01:57:25 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@StopPlandemit Ini pernyataan mas mentri @nadiemmakarim gak dianggap apa perihal PTM

Sadar yuk...
Generasi sekarang sedang dibododohkan dan kita pun dimiskinkan dengan alasan corona. https://t.co/l7HjteND4v",ptm asik sih capeknya tuh ditahan pjj,in,0,0,bbkall
1.49E+18,Fri Feb 04 01:57:08 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@tanyakanrl Engga sih, ini aja lagi ptm 100% pula",kalau sekolah gue ada test pcr berjamaah kls negatif smua kena kls aja kemarin tuh ptm kls aja pjj kls eh bahkan smua pjj asudan awal penyebab test pcr berjamaah berawal dari anak,in,0,0,cantiknyanono
1.49E+18,Fri Feb 04 01:56:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @bisnis_h: @CNNIndonesia Keliatannya opung ingin lihat pada jatuh sakit itu kan jadi proyek lagi, tp gak mau PTM stop, hanya berkurang d…",ptm biasa,in,0,0,chimstud
1.49E+18,Fri Feb 04 01:56:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@schfess ptm 50% asik sih, capeknya tuh masih bisa ditahan buat pjj minggu selanjutnya🥲",loackdown ppkm diharuskan ptm dihentikan kerumunan dipertontonkan bisanya sengaja membingungkan umat mati ditunjukan azab pedih sebagai cerminan,in,0,0,BinAnsyari
1.49E+18,Fri Feb 04 01:56:37 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@schfess kalo d sekolah gw engga, waktu itu ada test pcr berjamaah, dan kls 11 itu negatif smua, dan yg kena kls 12 sm 10 aja.
jadi kemaren tuh yg ptm cm kls 11 aja dan yg pjj kls 10 sm 12, eh hari ini malah smua yg pjj, asu

dan yg awal jd penyebab test pcr berjamaah itu berawal dr anak-",kalau daring tu udah dijelasin tugasnya lagi astaghfirullah kalau ptm mah sekolah isinya penjelasan materi kerkom praktek mendingan jarang tugas ngerti materi,in,0,0,dlvLizd
1.49E+18,Fri Feb 04 01:56:29 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@timeforngambis Engga ini masih ptm biasa,enak dongg lagi ptm,in,0,0,journaIiest
1.49E+18,Fri Feb 04 01:56:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tidak Loackdown.
PPKM diharuskan.
PTM tidak dihentikan.
Kerumunan dipertontonkan. 
Bisanya Orang - orang yang sengaja membingungkan Umat itu. 
Sebelum mati ditunjukan kepada mereka Azab yang pedih sebagai cerminan ke-yang lainnya. https://t.co/Athkv6Ygqv https://t.co/njuIXEHE1e",biar masyarakat tau kalau keputusan ptm wewenang pemerintah pusat saya menyangk,in,0,4,LailyShey
1.49E+18,Fri Feb 04 01:56:19 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kalo daring tu udh ga dijelasin tugasnya bejibun lagi astaghfirullah, kalo ptm mah sekolah isinya penjelasan materi kerkom sama praktek mendingan lah jarang dapet tugas + ngerti materi",belum ada kepastian asli sih katanya ada ptm lagi,in,0,0,gefnap
1.49E+18,Fri Feb 04 01:56:12 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@iCroffles enak dongg, tp mingdep balik lagi ptm 100%",ptm paham pelajaran enak gada kendala grafik jaringan,in,0,0,hersighh
1.49E+18,Fri Feb 04 01:56:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @realAbikaTrader: @marlina_idha Biar masyarakat tau kalau keputusan PTM itu ternyata wewenang Pemerintah Pusat. Selama ini saya menyangk…,dari info terima sd sabilillah melakukan penyesuaian proses ptm menyikapi temuan kasus puskesmas diinformasikan tsb untuk tindak t benar ada ditutupi kasus tsb terima kasih,in,0,0,PemkotMalang
1.49E+18,Fri Feb 04 01:56:03 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@tanyakanrl belum ada kepastian asli sih, cuma katanya bakal ada ptm 50% lagi D:",ptm cuma ekskul aja ditiadakan sementara,in,0,0,kazuhaprob
1.49E+18,Fri Feb 04 01:55:48 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@subschfess ptm lebih paham sm pelajaran nya, enak jg gada kendala grafik sm jaringan",back to bangun jam segini udah seneng kalau ptm tuh akunya produktif huhu harinya tertata,in,0,432,WONPILMANIIA
1.49E+18,Fri Feb 04 01:55:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@adisukardi @old_soldier1023 @Dikbudmalangkot @yusufgunawan @ipoksamidub Dari info yang kami terima, SD Sabilillah sdh melakukan penyesuaian proses PTM menyikapi temuan kasus.  Puskesmas @pkm_cisadea jg sdh diinformasikan hal tsb utk tindak lanjut 3T.  Jadi tidak benar bahwa ada yang ditutupi thd kasus tsb.  Tks.",seru ptm gasiii gue butek anjing pjj,in,0,0,ventiMlatte
1.49E+18,Fri Feb 04 01:55:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@xigfao Masih PTM, cuma ekskul nya aja yang ditiadakan buat sementara ini",ptm kalau pjj gapaham materi,in,0,0,dxyoungg
1.49E+18,Fri Feb 04 01:54:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","back to setiap hari bangun jam segini, PADAHAL UDAH SENENG KALO PTM 100% TUH AKUNYA LEBIH PRODUKTIF HUHU SEHARI HARINYA LEBIH TERTATA",thankyouuu iy dikasih tau rabu besok ptm lagi itupun semoga dikelompokan a b lagi,in,0,0,ntlovesy
1.49E+18,Fri Feb 04 01:54:27 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@rulosttt Lebih seru ptm gasiii, gw butek ajg pjj",gue emang dari pjj harusnya besok ptm first time in forever pemerintah suruh pjj in gara gara omicron libur season,in,0,0,asaM1CC
1.49E+18,Fri Feb 04 01:54:26 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@convomfs PTM LAH, KLO PJJ GAPAHAM MATERI",laksanakan terbaik rakyat jangan hiraukan suara pejabat,in,0,4,Ollaaulia8
1.49E+18,Fri Feb 04 01:54:11 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Bundsary Thankyouuu~
Iy nih, dikasih tau rabu besok baru ptm lagi... itupun semoga gk dikelompokan A/B lg 😔🤚🏻",sekolah karena ada pilihan boleh ptm pjj campuran demi kebaikan anak belum kontrol pilihlah pjj lagi memang udah harapin pemerintah udahlah lindungin keluarga aja semoga allah swt tolong,in,0,0,UlanKR14
1.49E+18,Fri Feb 04 01:53:52 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@myfavjjie gue emang dari dulu pjj harusnya besok Senin ptm 4 the first time in forever, tapi kata pemerintah di suruh pjj in 2 minggu gara-gara omicron(?) WAH APAKAH INI AKAN MENJADI LIBUR 2 MINGGU TAPI 2 TAHUN SEASON 2?😱😱😱",pjj enakan ptm,in,0,0,jjohnnyjsuhh
1.49E+18,Fri Feb 04 01:53:41 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @HoneyBee2024: @Mdy_Asmara1701 Laksanakan yang terbaik buat rakyat....jangan hiraukan suara pejabat
https://t.co/Nw4H6iv2to",gue jangan percaya tanggal ptm,in,0,0,batungambang
1.49E+18,Thu Feb 03 06:21:03 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Di sekolah karena ada 3 pilihan, boleh ptm, pjj atau campuran. Tapi demi kebaikan anak2 yg blm bisa kontrol diri, kita pilihlah pjj lagi. Emg sekarang udah ga bisa harapin pemerintah, udahlah lindungin keluarga masing2 aja 🥲 semoga Allah SWT yg tolong. https://t.co/V8YGP6pvta",daerahku udah level ada anak sekolah udah kena covid ptm jalan tu aturan si liburin yaa luas lagi penyebarannya,in,0,0,inupie12
1.49E+18,Fri Feb 04 01:52:57 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",senin balik pjj ya? enakan ptm,plisss ptm ketemu mas r bangett loh,in,0,0,yayampin
1.49E+18,Fri Feb 04 01:52:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kata gue jangan percaya tanggal 9 ptm,dok ptm dok sekolah anak saya tutup gegara terpapar bilang isoman acuan sekolah anak saya isoman deh sminggu lbh belum hilang batuknya radangnya positif,in,0,0,obebabeh
1.49E+18,Fri Feb 04 01:52:48 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@convomf di daerahku udah level 3 ,ada anak sekolah yang udah kena covid juga ,tapi ptm tetep jalan tu ,aturan si di liburin yaa sebelum makin luas lagi penyebarannya",pjj karna kalau pjj tu gampang ngontrol kalau ptm tu seperti cape banget belum kurang belum lagi nnt belajarnya aku ptm kyknya hampir belajar deh les,in,0,0,nadzzr_
1.49E+18,Fri Feb 04 01:51:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Plisss PTM!! MAU KETEMU MAS R BANGETT LOH,wkwkwkwk males ptm,in,0,0,acalucky
1.49E+18,Fri Feb 04 01:51:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@dr_koko28 Dok, PTM nih dok gmn nih ? 2 sekolah anak saya tutup gegara bnyk yg terpapar, trs @jokowi bilang isoman 5 hari pasti nanti jd acuan pihak sekolah, ini anak sy isoman dah sminggu lbh blm hilang batuk²nya dan radangnya msh positif..",gue kangen olahraga huhuhu ptm huhuhu kangennnn,in,1,0,asaM1CC
1.49E+18,Fri Feb 04 01:50:52 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@subschfess PJJ, karna kl PJJ tu lebih gampang bagi waktu dan bisa ngontrol diri. kl PTM tu kyk cape bgt, blm less nya, blm lagi nnt belajarnya. selama aku PTM kyknya hampir gk pernah belajar deh, selain les.",belum ada dokumentasi ptm udah daring ajaaaaaaaaa,in,0,0,Oheyiya
1.49E+18,Fri Feb 04 01:50:12 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@jaeminatural engga wkwkwkwk males ptm,mantap ptm dilanjutkan bosan anak anak belajar kasur,in,0,0,ardie_nurdin
1.49E+18,Fri Feb 04 01:50:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@myfavjjie GUE KANGEN OLAHRAGA HUHUHU MANA GA JADI PTM HUHUHU KANGENNNN,aku makan roti ohh ptm hsksks btw semangatt inii,in,0,4,dreamiseyo
1.49E+18,Fri Feb 04 01:50:01 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Blum ada dokumentasi PTM udh daring ajaaaaaaaaa,harus bertanggung jawab peserta didik tenaga kependidikan tumbang gegara permohonan penangguhan ptm ditolak suka suka aja deh lagi kuasa mengatur,in,0,1195,ErlanDAzis
1.49E+18,Fri Feb 04 01:49:57 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mantap , PTM tetap dilanjutkan, bosan anak anak belajar di kasur terus https://t.co/R083S0sTHy",aaa aku katanya udah ptm kalau situasi keanya ada perubahan,in,1,0,fairywnh
1.49E+18,Fri Feb 04 01:49:50 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@bbylinoo Aku makan roti tadi, ohh berarti ga langsung semuanya ptm ya hsksks btw semangatt buat hari inii (｡･ω･｡)ﾉ♡(｡･ω･｡)ﾉ♡",kalau nekat gelar ptm pejabat tidaktahu maluuuuuuu,in,0,0,setiaji25
1.49E+18,Fri Feb 04 01:49:25 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@satriohendri Jadi sudah pasti kan, siapa yang harus bertanggung jawab apabila peserta didik dan tenaga kependidikan tumbang gegara permohonan penangguhan PTM-100% yang ditolak. Suka-suka lu aja deh, mumpung lagi kuasa dan bisa mengatur segalanya.",saya mendukung untuk pembatalkan sementara kebijakan ptm sekolah sekolah demi menghindari penyebaran virus belum takutnya anak sekolah zombie kayak korea ngeri jujur belum kuat untuk lari larinya,in,0,432,wilgaweng
1.49E+18,Fri Feb 04 01:49:22 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@luvlytaejin aaa iya aku juga sama gt katanya mingdep udah ptm tp klo situasi nya semakin naik keanya ada perubahan,cape banget ptm tugas kelompok,in,0,0,1204archives
1.49E+18,Fri Feb 04 01:49:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kalau nekat masih gelar PTM artinya dia 
Pejabat Tidaktahu Maluuuuuuu",plis aku belum ngerasain ptm kasih ptm pjj lagi hehehehehhehe,in,0,0,loavestory
1.49E+18,Fri Feb 04 01:49:18 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saya mendukung untuk pembatalkan sementara kebijakan PTM di sekolah-sekolah demi menghindari penyebaran virus yg belum diketahui. Takutnya anak sekolah pada jadi zombie kayak di Korea, kan ngeri. Jujur blm kuat untuk lari-larinya.",ptm dihentikan sebagai bentuk pencegahan keterpaparan virus covid varian omicron,in,0,0,wirnaritonga
1.49E+18,Fri Feb 04 01:49:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cape banget sama ptm, banyak tugas kelompok 😠",aku pjj nder katanya ptm tapi pagi kabar katanya akal pjj ptm gatau bener,in,0,0,Kdillust1218
1.49E+18,Fri Feb 04 01:49:05 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Plis, aku belum ngerasain ptm 100% setidaknya kasih 1 Minggu ptm 100% baru pjj lagi hehehehehhehe",allah balikan biar ptm biar liat senyumnya,in,0,0,InggritRegita3
1.49E+18,Fri Feb 04 01:48:54 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PTM sudah saatnya dihentikan sekarang juga sebagai bentuk pencegahan keterpaparan virus Covid-19 varian Omicron
https://t.co/VcJWpxH1Pq
#evaluasiptm #jawabarat #infojabar #infobogor #omicron #covid_19 #covid19indonesia https://t.co/5ZQmc559QP",gue males suka tuh gini nihh kalau daring tugas suka ngotakk bangettt capek lipat banding ptm,in,0,0,oshleejeno
1.49E+18,Fri Feb 04 01:48:50 +0000 2022,"<a href=""http://disc.loc"" rel=""nofollow"">Up progress itu baik ✌️</a>","@schfess Aku pjj nder, cuman katanya mingdep ptm
Tapi tadi pagi dpt kabar katanya akal pjj mingdep, ga jadi ptm gatau bener apa ga :""",sch halo sekolah semarang udah ada pengumuman dari sekolah belumm jujur sender masi pengen ptm angka cororo naiknya tinggi bangett bahkan sekolah sender udah kontak didiemin aja,in,11,1,schfess
1.49E+18,Thu Feb 03 06:25:07 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ya Allah ga minta di balik atau balikan cuma minta biar ptm trs biar bisa liat senyumnya dia:),ptm aku kalau diterangin ngoding zoom susah ngertinya,in,1,0,collerbutter
1.49E+18,Fri Feb 04 01:48:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yang gw males dan ga suka tuh gini nihh, kalo daring tugas nya suka ga ngotakk banyak bangettt, lebih capek 2 kali lipat di banding ptm",gwww pengen ptm covid syalandddd,in,0,0,haitanih
1.49E+18,Fri Feb 04 01:48:32 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sch! Halo 😫😰😢 yang sekolah di Semarang udah ada pengumuman dari sekolah belumm? Jujur sender masi pengen ptm, tapi angka cororo sekarang naiknya tinggi bangett. Bahkan di sekolah sender udah banyak yang kontak langsung tapi didiemin aja 😭😭😰 https://t.co/QICgOHUwyZ",aku udah dari lalu sampai gatau ptm pjj,in,0,0,luvlytaejin
1.49E+18,Fri Feb 04 01:48:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@schfess ptm 50%, aku klo diterangin ttg ngoding lwt zoom susah ngertinya 😭",kalau aku pen ptm tugas,in,0,0,jjucann
1.49E+18,Fri Feb 04 01:48:02 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gwww pengen ptm covid syalandddd,adik w ptm lagi case covid bali lagi,in,0,0,hayunalism
1.49E+18,Fri Feb 04 01:47:55 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@fairywnh aku jg sama udh dari minggu lalu sampe senin depan selanjutnya gatau balik ptm atau lanjut pjj,morning ptm asik deh gue udah pjj lagii,in,0,259,Darkberryyy
1.49E+18,Fri Feb 04 01:47:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@subschfess Kalo aku pen ptm tanpa tugas tapi haha,kebalik aku mah pas pjj desember kemarin sakit punggung penuh pas masuk januari membaik lahhh ptm tibamulai kumat ampe sial,in,0,0,chaniagoo0
1.49E+18,Fri Feb 04 01:47:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tiba-tiba adik w PTM 100% lagi karena case covid di Bali lagi naik 😷,kemarin ptm full sih,in,0,0,flsnflwrr
1.49E+18,Fri Feb 04 01:47:44 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@jjk_97boy morning. msh PTM ya? asik deh gue udh pjj lagii,yah ptm ganjil genap,in,0,0,kecapterbang
1.49E+18,Fri Feb 04 01:47:36 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@schfess Kebalik aku mah. Pas pjj desember kemaren, sakit punggung sebulan penuh...pas masuk januari mulai membaik, LAHHH PTM TIBA TIBA

Mulai kumat ampe sekarang.🙂 sial",enakan ptm daring dh,in,0,0,cicilaper
1.49E+18,Fri Feb 04 01:47:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@collegemenfess seminggu kemaren ptm full sih,masi ptm gatau kalau,in,0,0,arenj0m
1.49E+18,Fri Feb 04 01:47:32 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yah ptm nya ganjil genap,bolos aku aja pengen ptm,in,0,0,jongjayfries
1.49E+18,Fri Feb 04 01:47:16 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",enakan ptm apa daring dh,bayangin kurikulum dipakai kurtilas pelajaran tinggi even anak sd bogor aja ada emak buta huruf tamatan sd ngajari anak coba bogor ibu pelosok pas denger ptm distop gemes banget aku,in,0,0,elisedya1
1.49E+18,Fri Feb 04 01:47:13 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Masi ptm gatau kalo nanti. https://t.co/F24QgLPcK0,"akuuu nder wkwkwk kalau ptm malesnya kalau on the way, sedang di jalan harus pagi kalau pjj susah fokus males sih tbh pengen ketemu temennn",in,1,0,chandhrr
1.49E+18,Fri Feb 04 01:47:08 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@llayzsne kenapa bolos? aku aja pengen ptm😔,omg sekolah sasha ptm,in,0,0,kimbaab
1.49E+18,Fri Feb 04 01:46:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@StopPlandemit @TKantau @Moonboy020290 Bayangin,kurikulum sekarang yg dipakai kurtilas, dimana pelajaran sudah sangat tinggi, even buat anak SD, di Bogor aja, masih ada emak2 yg buta huruf, tamatan SD, gimana mau ngajari anaknya coba! Bogor mak! Gimana yg pelosok, makanya pas denger2 PTM distop, gemes bgt aku🤬🤬🤬",hai muts aku bolos ptm,in,0,0,llayzsne
1.49E+18,Fri Feb 04 01:45:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@subschfess AKUUU NDER WKWKWK kalau ptm malesnya itu kalau otw harus pagi, tapi kalau pjj susah fokus (lebih ke males sih tbh) terus pengen ketemu temennn juga🥲🖐🏼",tiktok berantem ptm pjj apalah gue sih bodo ptm pjj aja masalahin covid doang sih gue,in,0,0,aominecy
1.49E+18,Fri Feb 04 01:45:41 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",OMG HARI INI HARI TERAKHIR SEKOLAH SASHA PTM #SAD,yahh ptm lagiiii ualahh,in,0,0,Ahjngdlla
1.49E+18,Fri Feb 04 01:45:31 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","hi muts, aku bolos ptm",iyaa sekolah aku berhentiin ptm dom tangsel,in,0,0,chynsukkk
1.49E+18,Thu Feb 03 06:25:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",di tiktok banyak yg berantem soal ptm pjj apalah.. gue sih bodo amat mau ptm pjj juga sama aja 💀 cuma masalahin covid doang sih gue,walau gada temen aku memilih ptm,in,0,0,jushuahongg
1.49E+18,Fri Feb 04 01:45:13 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Yahh PTM 50% lagiiii. Ualahh https://t.co/1LoqSNF7DO,sedih pdahal udah seneng ptm,in,0,0,haechanaset
1.49E+18,Fri Feb 04 01:45:07 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@strongarts_ @treasuremenfess iyaa, sekolah aku gak berhentiin ptm (dom tangsel)",iyaa bener ptm ketolong ketemu temen gitu,in,0,0,watashiure
1.49E+18,Fri Feb 04 01:44:49 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@convomf walaupun gada temen tp ak memilih ptm 🙏🏻,kalau ptm sekolah jamkos sibuk bawa barang pagelaran sampai sore nata panggung,in,0,60,techapaikhun
1.49E+18,Fri Feb 04 01:44:38 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@me_gsty sedih ya, pdahal udah seneng ptm",mikir perjuangan anak demi pendidikan dari sampai harus kehilangan nyawa lalu,in,0,73,MissEvaaja
1.49E+18,Fri Feb 04 01:44:25 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@LLEEJEN0 iyaa bener ptm ketolong soalnya ketemu temen gitu kan :((,sekolahnya full ptm pusing onlen emaknya darting,in,0,0,AoiLunatic88
1.49E+18,Fri Feb 04 01:43:57 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kalo hari ini ptm pasti di sekolah jamkos soalnya sibuk bawa barang buat pagelaran, trs sampe sore nata panggung",kalau anies hentikan ptm dki pasukan kodok dki jakarta dibilang lenyapkan harapan anak bangsa kalau anies ptm mreka bilang gotbener anies bunuh warga dki wkwk akibat minyak goreng amp langka kurang nutrisi otak,in,3,0,randhilicious
1.49E+18,Thu Feb 03 06:28:29 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @StopPlandemit: Mereka ini mikir gk gimana perjuangan anak2 hanya demi Pendidikan?beberapa dari mrk sampai harus kehilangan nyawa.Trus g…,ibu kepala sekolah terhormat kurikulum berganti dinas berganti mentri berganti buah hati tergantikan mohon stop ptm pjj ibu terkasih jaga anak anak,in,19,4,tjapoenglaut
1.49E+18,Fri Feb 04 01:43:48 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@_pitikcilik Sekolahnya masih full PTM... Pusing.. Mau onlen, emaknya lama2 bisa darting... 😪😪😪😪😪",bahasa diperbolehkan adl menghentikan ptm terbatas in case ada untuk ptm catatan skala terbatas kelas lab kampus kadang offline ptm menjelang sbmptn ujian perlu pm offline,in,0,0,Hespribook
1.49E+18,Thu Feb 03 06:28:17 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kl Pak Anies hentikan PTM DKI, sama pasukan Kodok luar DKI / JKT42 dibilang ""lenyapkan harapan anak bangsa"", kl Pak Anies tetap lanjut PTM, nanti mreka bilang ""Gotbener Anies mau bunuh Warga DKI"". wkwk 🥺 akibat minyak goreng naik &amp; langka, mereka jd kurang nutrisi otak 🥺",semoga hasilnya negatif bu kesehatan sekeluarga anak ikut ptm skrng kaya ngirim medan perang,in,0,0,meinovakanita
1.49E+18,Fri Feb 04 01:43:28 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bapak Ibu Kepala Sekolah yang terhormat, 

Kurikulum bisa berganti. 
Orang Dinas bisa berganti. 
Mentri sekalipun bisa berganti. 

namun buah hati seseorang tak bisa tergantikan. 

Kami mohon Stop PTM, dan mulai PJJ Bapak dan Ibu terkasih. 
 jaga anak anak kita. 

🙏🙏🙏 https://t.co/uaMMdfBBSk",mauu ptm,in,0,0,hanemiiaw
1.49E+18,Fri Feb 04 01:43:23 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ismailfahmi Bahasa yg tdk diperbolehkan adl menghentikan ptm terbatas.Jadi in case ada yg penting utk ptm ,dengan catatan skala terbatas , masih bisa dilakukan . Misal kelas lab di kampus , yg kadang ga bisa offline , atau ptm 25% misal menjelang sbmptn atau ujian yg perlu pm offline.",pengen ptm,in,0,0,hanemiiaw
1.49E+18,Fri Feb 04 01:42:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@bigwinberkali2 @emakpngnbigwin Semoga hasilnya negatif ya Bu. Dan selalu diberi kesehatan sekeluarga.. anak ikut PTM skrng kaya ngirim mereka ke medan perang jadinya.,biar geger emang kalau ptm ditiadakan lagsung headline media,in,0,0,Friznb
1.49E+18,Fri Feb 04 01:42:37 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@fantashee Mauu ptm juga,hiks aja pjj mengsedih uda asik ptm t t,in,0,0,myprincegyuu
1.49E+18,Fri Feb 04 01:42:03 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@BBAHlYYlH Pengen ptm t______t,ptm day pusing kepala,in,0,0,apasiyass
